word,ipa,parameter,description,alternative,comment,translation,glottocode,source
ŋaᶁa,,1sg_a,1st singular transitive subject,,,,dyir1250,"(Dixon, 1972, p. 50)"
ŋaᶁa,,1sg_s,1st singular intransitive subject,,,,dyir1250,
ŋayguna,,1sg_o,1st singular transitive object,,,,dyir1250,
ŋaygu,,1sg_p,1st singular possessive,,,,dyir1250,
ŋaliᶁi,,12du_a,1st dual inclusive transitive subject,,,,dyir1250,
ŋaliᶁi,,12du_s,1st dual inclusive intransitive subject,,,,dyir1250,
ŋaliᶁini,,12du_o,1st dual inclusive transitive object,,,,dyir1250,
ŋaliᶁinu,,12du_p,1st dual inclusive possessive,,,,dyir1250,
ŋaliᶁi,,1du_a,1st dual exclusive transitive subject,,,,dyir1250,
ŋaliᶁi,,1du_s,1st dual exclusive intransitive subject,,,,dyir1250,
ŋaliᶁini,,1du_o,1st dual exclusive transitive object,,,,dyir1250,
ŋaliᶁinu,,1du_p,1st dual exclusive possessive,,,,dyir1250,
ŋanaᶁi,,12pl_a,1st plural inclusive transitive subject,,,,dyir1250,
ŋanaᶁi,,12pl_s,1st plural inclusive intransitive subject,,,,dyir1250,
ŋanaᶁina,,12pl_o,1st plural inclusive transitive object,,,,dyir1250,
ŋanaᶁinu,,12pl_p,1st plural inclusive possessive,,,,dyir1250,
ŋanaᶁi,,1pl_a,1st plural exclusive transitive subject,,,,dyir1250,
ŋanaᶁi,,1pl_s,1st plural exclusive intransitive subject,,,,dyir1250,
ŋanaᶁina,,1pl_o,1st plural exclusive transitive object,,,,dyir1250,
ŋanaᶁinu,,1pl_p,1st plural exclusive possessive,,,,dyir1250,
ŋinda,,2sg_a,2nd singular transitive subject,,,,dyir1250,
ŋinda,,2sg_s,2nd singular intransitive subject,,,,dyir1250,
ŋinuna,,2sg_o,2nd singular transitive object,,,,dyir1250,
ŋinu,,2sg_p,2nd singular possessive,,,,dyir1250,
ɲubalaᶁi,,2du_a,2nd dual transitive subject,,,,dyir1250,
ɲubalaᶁi,,2du_s,2nd dual intransitive subject,,,,dyir1250,
ɲubalaᶁina,,2du_o,2nd dual transitive object,,,,dyir1250,
ɲubalaᶁinu,,2du_p,2nd dual possessive,,,,dyir1250,
ɲuraᶁi,,2pl_a,2nd plural transitive subject,,,,dyir1250,
ɲuraᶁi,,2pl_s,2nd plural intransitive subject,,,,dyir1250,
ɲuraᶁina,,2pl_o,2nd plural transitive object,,,,dyir1250,
ɲuraᶁinu,,2pl_p,2nd plural possessive,,,,dyir1250,
#,,3sg_m_a,3rd singular gender1 transitive subject,,,,dyir1250,
#,,3sg_m_s,3rd singular gender1 intransitive subject,,,,dyir1250,
#,,3sg_m_o,3rd singular gender1 transitive object,,,,dyir1250,
#,,3sg_m_p,3rd singular gender1 possessive,,,,dyir1250,
#,,3sg_f_a,3rd singular gender2 transitive subject,,,,dyir1250,
#,,3sg_f_s,3rd singular gender2 intransitive subject,,,,dyir1250,
#,,3sg_f_o,3rd singular gender2 transitive object,,,,dyir1250,
#,,3sg_f_p,3rd singular gender2 possessive,,,,dyir1250,
"baŋgugara,balagaragu,baŋgugaragu",,3d-a,3rd dual transitive subject,,,,dyir1250,
balagara,,3d-s,3rd dual intransitive subject,,,,dyir1250,
balagara,,3d-o,3rd dual transitive object,,,,dyir1250,
"baŋugara,balagaraŋu,baŋugaraŋu",,3d-p,3rd dual possessive,,,,dyir1250,
balamaŋgandu,,3p-a,3rd plural transitive subject,,,,dyir1250,
balamaŋgan,,3p-s,3rd plural intransitive subject,,,,dyir1250,
balamaŋgan,,3p-o,3rd plural transitive object,,,,dyir1250,
balamaŋganu,,3p-p,3rd plural possessive,,,,dyir1250,
